"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"1853",1853,"LA TIA JUSTA vip  @LATIAJUSTA_ 52m 52 minutes ago More #ÚltimaHora Carlos Urzúa renuncia a @Hacienda_Mexico , considera que en la actual administración se han tomado decisiones sin sustento   Se dispara el dólar tras salida de Carlos Urzúa  La salida del... https://www.facebook.com/734108063/posts/10157392466648064/ … Reply 1 Retweet Like","LA TIA JUSTA vip  ","@LATIAJUSTA_ ","2019-07-09",NA,NA,1,"#ÚltimaHora Carlos Urzúa renuncia a @Hacienda_Mexico , considera que en la actual administración se han tomado decisiones sin sustento   Se dispara el dólar tras salida de Carlos Urzúa  La salida del... https://www.facebook.com/734108063/posts/10157392466648064/ …","#ÚltimaHora","@Hacienda_Mexico","Hora, Carlos, Urzúa, Se, Carlos, Urzúa, La"
"1854",1854,"Lucero Fragoso Lugo  @lufragosolugo 52m 52 minutes ago More La renuncia de Carlos Urzúa: 1) gobernar sí tiene ciencia (hay que sustentar las políticas con evidencia, no basta la ""sabiduría"" popular) y 2) dejémonos de compadrazgos partidistas para los puestos públicos, necesitamos especialistas. 4T: falta muuucha autocrítica. Reply Retweet Like","Lucero Fragoso Lugo  ","@lufragosolugo ","2019-07-09",NA,NA,NA,"La renuncia de Carlos Urzúa: 1) gobernar sí tiene ciencia (hay que sustentar las políticas con evidencia, no basta la ""sabiduría"" popular) y 2) dejémonos de compadrazgos partidistas para los puestos públicos, necesitamos especialistas. 4T: falta muuucha autocrítica.","","","La, Carlos, Urzúa"
"1855",1855,"Fernando  @EFE_GALINDO 52m 52 minutes ago More Quiero ser Urzúa y renunciar a la verga Reply Retweet Like 2","Fernando  ","@EFE_GALINDO ","2019-07-09",NA,2,NA,"Quiero ser Urzúa y renunciar a la verga","","","Quiero, Urzúa"
"1856",1856,"Pedro Natividad  @pedropnatividad 52m 52 minutes ago More ¿Quién es Carlos Urzúa, el secretario de la 4T que renunció?  Reply Retweet Like","Pedro Natividad  ","@pedropnatividad ","2019-07-09",NA,NA,NA,"¿Quién es Carlos Urzúa, el secretario de la 4T que renunció?","","","Quién, Carlos, Urzúa"
"1857",1857,"Xime ღ  @XimeOchoa_L 52m 52 minutes ago More Xime ღ Retweeted Netflix Latinoamérica AMLO al ver la renuncia de Urzúa.  Xime ღ added, Netflix Latinoamérica Verified account  @NetflixLAT Caption this.  Show this thread Reply Retweet Like 1","Xime ღ  ","@XimeOchoa_L ","2019-07-09",NA,1,NA,"Xime ღ Retweeted Netflix Latinoamérica AMLO al ver la renuncia de Urzúa.  Xime ღ added, Netflix Latinoamérica Verified account  @NetflixLAT Caption this.  Show this thread","","@NetflixLAT","Xime, Retweeted, Netflix, Latinoamérica, AMLO, Urzúa, Xime, Netflix, Latinoamérica, Verified, Caption, Show"
"1858",1858,"Citrico  @citrico72 52m 52 minutes ago More Replying to @epigmenioibarra @eleconomista Operaba,  ahora tras dato de renuncia de Urzúa ya brincó. Reply Retweet Like","Citrico  ","@citrico72 ","2019-07-09",NA,NA,NA,"REPLYING TO @epigmenioibarra @eleconomista Operaba,  ahora tras dato de renuncia de Urzúa ya brincó.","","@epigmenioibarra, @eleconomista","Operaba, Urzúa"
"1859",1859,"Jhonny Alfonso  @JhonnSM28 52m 52 minutes ago More Replying to @AntonioAttolini Si alguna vez tuviste una mísera pizca de credibilidad, ahora ya no. Pero siga trabajando el chayote ahora que se fue Urzúa igual y puede pedir un aumento. Reply Retweet Like","Jhonny Alfonso  ","@JhonnSM28 ","2019-07-09",NA,NA,NA,"REPLYING TO @AntonioAttolini Si alguna vez tuviste una mísera pizca de credibilidad, ahora ya no. Pero siga trabajando el chayote ahora que se fue Urzúa igual y puede pedir un aumento.","","@AntonioAttolini","Si, Pero, Urzúa"
"1860",1860,"Jonatan Lara  @Jormungand_Wolf 52m 52 minutes ago More Y mañana sale AMLO a decir que estamos bien. Que la renuncia de Urzúa no va a cambiar nada. Va a nombrar una de sus mascotas para sustituirlo y listo. Que nos siga llevando la chingada. Reply Retweet Like 1","Jonatan Lara  ","@Jormungand_Wolf ","2019-07-09",NA,1,NA,"Y mañana sale AMLO a decir que estamos bien. Que la renuncia de Urzúa no va a cambiar nada. Va a nombrar una de sus mascotas para sustituirlo y listo. Que nos siga llevando la chingada.","","","AMLO, Que, Urzúa, Va, Que"
"1861",1861,"Armando de la Vega A  @adelavegaa007 52m 52 minutes ago More ¿Quién es Carlos Urzúa, el secretario de la 4T que renunció?  Reply Retweet Like","Armando de la Vega A  ","@adelavegaa007 ","2019-07-09",NA,NA,NA,"¿Quién es Carlos Urzúa, el secretario de la 4T que renunció?","","","Quién, Carlos, Urzúa"
"1862",1862,"IztapaLibre  @IztapaLibre 52m 52 minutes ago More La renuncia de Carlos Urzúa, demuestra que estaríamos mejor con @JoseAMeadeK, con un puto país endeudado, sin salud, hundidos en violencia, delincuencia, con la desigualdad creciendo, millonarios más ricos, pobres más pobres.  Pero con un cabrón capaz... ¡de vender el puto país! Reply Retweet Like","IztapaLibre  ","@IztapaLibre ","2019-07-09",NA,NA,NA,"La renuncia de Carlos Urzúa, demuestra que estaríamos mejor con @JoseAMeadeK, con un puto país endeudado, sin salud, hundidos en violencia, delincuencia, con la desigualdad creciendo, millonarios más ricos, pobres más pobres.  Pero con un cabrón capaz... ¡de vender el puto país!","","@JoseAMeadeK","La, Carlos, Urzúa, Pero"
"1863",1863,"Omar García  @omar_comunica 52m 52 minutes ago More Tras la renuncia de Urzua de Hacienda, los titulares son catastróficos. Dicen que se hunde el peso 1.5%.  No mamen, dejen de ser paranoicos.  Si algo me ha sorprendido es la estabilidad del peso en los primeros 7 meses de AMLO.  Lo de hoy es mera especulación financiera.  Reply Retweet 2 Like 6","Omar García  ","@omar_comunica ","2019-07-09",2,6,NA,"Tras la renuncia de Urzua de Hacienda, los titulares son catastróficos. Dicen que se hunde el peso 1.5%.  No mamen, dejen de ser paranoicos.  Si algo me ha sorprendido es la estabilidad del peso en los primeros 7 meses de AMLO.  Lo de hoy es mera especulación financiera.","","","Tras, Urzua, Hacienda, Dicen, No, Si, AMLO, Lo"
"1864",1864,"El Mojado Fifi (Luis)  @ElmojadoGlez 52m 52 minutes ago More Tomala barbón  Sin palabras!!!  Renuncia el secretario de Hacienda de México, Carlos Urzúa https://cnnespanol.cnn.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … via @cnnee Reply Retweet Like","El Mojado Fifi ","@ElmojadoGlez ","2019-07-09",NA,NA,NA,"(Luis)Tomala barbón  Sin palabras!!!  Renuncia el secretario de Hacienda de México, Carlos Urzúa https://cnnespanol.cnn.com/2019/07/09/renuncia-el-secretario-de-hacienda-de-mexico-carlos-urzua/ … via @cnnee","","@cnnee","Luis, Tomala, Sin, Renuncia, Hacienda, México, Carlos, Urzúa"
"1865",1865,"Noticias Oliva Radio  @olivanoticias 52m 52 minutes ago More #Ahora El subsecretario de Hacienda, Arturo Herrera adelanta que el presidente @lopezobrador_ dará mensaje. Herrera rechazó que renuncia de #Urzúa sea motivo de preocupación. #OlivaNoticias #Multimedios Reply Retweet Like 1","Noticias Oliva Radio  ","@olivanoticias ","2019-07-09",NA,1,NA,"#Ahora El subsecretario de Hacienda, Arturo Herrera adelanta que el presidente @lopezobrador_ dará mensaje. Herrera rechazó que renuncia de #Urzúa sea motivo de preocupación. #OlivaNoticias #Multimedios","#Ahora, #Urzúa, #OlivaNoticias, #Multimedios","@lopezobrador_","Ahora, El, Hacienda, Arturo, Herrera, Herrera, Urzúa, OlivaNoticias, Multimedios"
"1866",1866,"Periódico Siglo Veinte Huetamo Michoacán  @SigloVeinte 52m 52 minutes ago More Uno más que se va del Gobierno de AMLO, renuncia Carlos Urzúa como Secretario de Hacienda . #CarlosUrzúa #AndrésManuelLópezObrador . Más información en: Reply Retweet Like","Periódico Siglo Veinte Huetamo Michoacán  ","@SigloVeinte ","2019-07-09",NA,NA,NA,"Uno más que se va del Gobierno de AMLO, renuncia Carlos Urzúa como Secretario de Hacienda . #CarlosUrzúa #AndrésManuelLópezObrador . Más información en:","#CarlosUrzúa, #AndrésManuelLópezObrador","","Uno, Gobierno, AMLO, Carlos, Urzúa, Secretario, Hacienda, CarlosUrzúa, AndrésManuelLópezObrador, Más"
"1867",1867,"impulsavivienda  @impulsavivienda 52m 52 minutes ago More Renuncia Carlos Urzúa a la Secretaría de Hacienda  Reply Retweet Like","impulsavivienda  ","@impulsavivienda ","2019-07-09",NA,NA,NA,"Renuncia Carlos Urzúa a la Secretaría de Hacienda","","","Renuncia, Carlos, Urzúa, Secretaría, Hacienda"
"1868",1868,"El Tamaulipeco  @_TAMAULIPECO_ 52m 52 minutes ago More AMLO nombra sustituto de Urzúa para dirigir Hacienda https://tamaulipeco.com.mx/amlo-nombra-sustituto-de-urzua-para-dirigir-hacienda/ … Reply Retweet Like","El Tamaulipeco  ","@_TAMAULIPECO_ ","2019-07-09",NA,NA,NA,"AMLO nombra sustituto de Urzúa para dirigir Hacienda https://tamaulipeco.com.mx/amlo-nombra-sustituto-de-urzua-para-dirigir-hacienda/ …","","","AMLO, Urzúa, Hacienda"
"1869",1869,"Pedro Natividad  @pedropnatividad 52m 52 minutes ago More Los dos motivos de la renuncia de Carlos Urzúa a la Secretaría de Hacienda  Reply Retweet Like","Pedro Natividad  ","@pedropnatividad ","2019-07-09",NA,NA,NA,"Los dos motivos de la renuncia de Carlos Urzúa a la Secretaría de Hacienda","","","Los, Carlos, Urzúa, Secretaría, Hacienda"
"1870",1870,"DonVix  @Donvix 52m 52 minutes ago More La renuncia de Urzúa estaba cantada, como espero que haya quedado acreditado.  El tono en que se va, NO: me sorprenden las palabras y la sintaxis; no hay atenuantes ni intención alguna de edulcorar: #Urzúa se va HARTO, frustrado, dolido y mentando madres. Reply 9 Retweet 42 Like 111 Show this thread","DonVix  ","@Donvix ","2019-07-09",42,111,9,"La renuncia de Urzúa estaba cantada, como espero que haya quedado acreditado.  El tono en que se va, NO: me sorprenden las palabras y la sintaxis; no hay atenuantes ni intención alguna de edulcorar: #Urzúa se va HARTO, frustrado, dolido y mentando madres.    Show this thread","#Urzúa","","La, Urzúa, El, NO, Urzúa, HARTO, Show"
"1871",1871,"Gabriel Eduardo Yllescas Castro  @GE_Yllescas 52m 52 minutes ago More El día de hoy Carlos Urzúa ha renunciado en el interior del gobierno ya se están dando cuenta de que AMLO  es un populista que pone en grave peligro a México Reply Retweet Like","Gabriel Eduardo Yllescas Castro  ","@GE_Yllescas ","2019-07-09",NA,NA,NA,"El día de hoy Carlos Urzúa ha renunciado en el interior del gobierno ya se están dando cuenta de que AMLO  es un populista que pone en grave peligro a México","","","El, Carlos, Urzúa, AMLO, México"
"1872",1872,"IMER Noticias  @IMER_Noticias 52m 52 minutes ago More #ÚltimaHora || El presidente @lopezobrador_ anuncia que Arturo Herrera será el próximo secretario de Hacienda, en sustitución de Carlos Urzúa  Reply 1 Retweet 20 Like 13","IMER Noticias  ","@IMER_Noticias ","2019-07-09",20,13,1,"#ÚltimaHora || El presidente @lopezobrador_ anuncia que Arturo Herrera será el próximo secretario de Hacienda, en sustitución de Carlos Urzúa","#ÚltimaHora","@lopezobrador_","Hora, El, Arturo, Herrera, Hacienda, Carlos, Urzúa"
"1873",1873,"Claudia S. Siller  @csiller0724 52m 52 minutes ago More Los dos motivos de la renuncia de Carlos Urzúa a la Secretaría de Hacienda https://www.eluniversal.com.mx/cartera/los-dos-motivos-de-la-renuncia-de-carlos-urzua-la-secretaria-de-hacienda … vía @El_Universal_Mx Reply Retweet Like","Claudia S","@csiller0724 ","2019-07-09",NA,NA,NA,".Los dos motivos de la renuncia de Carlos Urzúa a la Secretaría de Hacienda https://www.eluniversal.com.mx/cartera/los-dos-motivos-de-la-renuncia-de-carlos-urzua-la-secretaria-de-hacienda … vía @El_Universal_Mx","","@El_Universal_Mx","Los, Carlos, Urzúa, Secretaría, Hacienda"
"1874",1874,"El Sol de Puebla  @elsoldepuebla1 52m 52 minutes ago More  #ÚltimaHora   Renuncia Carlos Urzúa a la Secretaria de Hacienda y Crédito Público    Reply Retweet 1 Like 4","El Sol de Puebla  ","@elsoldepuebla1 ","2019-07-09",1,4,NA,"#ÚltimaHora   Renuncia Carlos Urzúa a la Secretaria de Hacienda y Crédito Público","#ÚltimaHora","","Hora, Renuncia, Carlos, Urzúa, Secretaria, Hacienda, Crédito, Público"
"1875",1875,"ji_campos  @ji_campos 52m 52 minutes ago More Carlos Urzúa renuncia a la Secretaría de Hacienda; acusa decisiones de política pública sin sustento | El Economista @eleconomista Reply Retweet Like","ji_campos  ","@ji_campos ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a la Secretaría de Hacienda; acusa decisiones de política pública sin sustento | El Economista @eleconomista","","@eleconomista","Carlos, Urzúa, Secretaría, Hacienda, El, Economista"
"1876",1876,"Aristeo  @aristeo 52m 52 minutes ago More Aplaudo la renuncia de Carlos Urzua por el nivel de congruencia y ética profesional; de los pocos rescatables de este gobierno. Espero que quien llegue tenga la misma convicción de frenar al Presidente en sus decisiones “mañaneras”. Reply Retweet Like 1","Aristeo  ","@aristeo ","2019-07-09",NA,1,NA,"Aplaudo la renuncia de Carlos Urzua por el nivel de congruencia y ética profesional; de los pocos rescatables de este gobierno. Espero que quien llegue tenga la misma convicción de frenar al Presidente en sus decisiones “mañaneras”.","","","Aplaudo, Carlos, Urzua, Espero, Presidente"
"1877",1877,"Horacio Ortiz Ríos  @hortizrios 52m 52 minutes ago More Hay poco apego a la evidencia en la toma de decisiones, sin duda. Pero no hay que comprar el discurso de que Urzúa renunció por su compromiso con la ciencia. Salió porque ya no le era redituable estar ahí. La carta es una presentación de su persona ante el público. Reply Retweet Like 1","Horacio Ortiz Ríos  ","@hortizrios ","2019-07-09",NA,1,NA,"Hay poco apego a la evidencia en la toma de decisiones, sin duda. Pero no hay que comprar el discurso de que Urzúa renunció por su compromiso con la ciencia. Salió porque ya no le era redituable estar ahí. La carta es una presentación de su persona ante el público.","","","Hay, Pero, Urzúa, Salió, La"
"1878",1878,"José Ambriz  @jmambriz 52m 52 minutes ago More ¿Había secretario de SHCP? Es más, ¿hay secretarios en la 4T?  Carlos Urzúa #AMLO #AmloElFracasoPresidencial #AmloEsUnPeligroParaMexico #AMLORENUNCIA Reply Retweet Like","José Ambriz  ","@jmambriz ","2019-07-09",NA,NA,NA,"¿Había secretario de SHCP? Es más, ¿hay secretarios en la 4T?  Carlos Urzúa #AMLO #AmloElFracasoPresidencial #AmloEsUnPeligroParaMexico #AMLORENUNCIA","#AMLO, #AmloElFracasoPresidencial, #AmloEsUnPeligroParaMexico, #AMLORENUNCIA","","Había, SHCP, Es, Carlos, Urzúa, AMLO, AmloElFracasoPresidencial, AmloEsUnPeligroParaMexico, AMLORENUNCIA"
"1879",1879,"Martín Alvarado  @Batacospacial 52m 52 minutes ago More Martín Alvarado Retweeted Rafael Arias Excelente traducción de la carta de Carlos Urzúa... .  Martín Alvarado added, Rafael Arias  @nomesecuestres Me tomé la libertad de traducir la carta del Ex secretario de Hacienda a español coloquial  Reply Retweet Like","Martín Alvarado  ","@Batacospacial ","2019-07-09",NA,NA,NA,"Martín Alvarado Retweeted Rafael Arias Excelente traducción de la carta de Carlos Urzúa... .  Martín Alvarado added, Rafael Arias  @nomesecuestres Me tomé la libertad de traducir la carta del Ex secretario de Hacienda a español coloquial","","@nomesecuestres","Martín, Alvarado, Retweeted, Rafael, Arias, Excelente, Carlos, Urzúa, Martín, Alvarado, Rafael, Arias, Me, Ex, Hacienda"
"1880",1880,"MLUC  @mlucascir 52m 52 minutes ago More Cuando AMLO fue jefe de gobierno del D.F., Carlos Urzúa renunció a la Secretaría de Finanzas porque no le alcanzaba el sueldo. Reply 2 Retweet 17 Like 14","MLUC  ","@mlucascir ","2019-07-09",17,14,2,"Cuando AMLO fue jefe de gobierno del D.F., Carlos Urzúa renunció a la Secretaría de Finanzas porque no le alcanzaba el sueldo.","","","Cuando, AMLO, Carlos, Urzúa, Secretaría, Finanzas"
"1881",1881,"Dr.René Vignas  @RenVignas 52m 52 minutes ago More Carlos Urzúa dimite de la Secretaría de Hacienda por ""imposiciones"" del gobierno  Reply Retweet Like","Dr","@RenVignas ","2019-07-09",NA,NA,NA,".Carlos Urzúa dimite de la Secretaría de Hacienda por ""imposiciones"" del gobierno","","","Carlos, Urzúa, Secretaría, Hacienda"
"1882",1882,"Citlalli Hernández M Verified account  @CitlaHM 52m 52 minutes ago More Mensaje del Presidente ante la renuncia de Carlos Urzúa. https://www.facebook.com/story.php?story_fbid=2384047328540958&id=100008071420774 … Reply 2 Retweet 11 Like 19","Citlalli Hernández M Verified account  ","@CitlaHM ","2019-07-09",11,19,2,"Mensaje del Presidente ante la renuncia de Carlos Urzúa. https://www.facebook.com/story.php?story_fbid=2384047328540958&id=100008071420774 …","","","Mensaje, Presidente, Carlos, Urzúa"
"1883",1883,"miguel garcia conde  @miguelgarciaco3 52m 52 minutes ago More Replying to @hdemauleon Tenía que ser; Urzúa no podía seguir “tragando lumbre “. Capaz y competente en Economía y  finanzas públicas, no se concibe que fuera comparsa de esté despropósito grotesco denominado 4T. Desgraciadamente, ahora vendrá uno que sí. Nos jodimos. Reply Retweet Like 1","miguel garcia conde  ","@miguelgarciaco3 ","2019-07-09",NA,1,NA,"REPLYING TO @hdemauleon Tenía que ser; Urzúa no podía seguir “tragando lumbre “. Capaz y competente en Economía y  finanzas públicas, no se concibe que fuera comparsa de esté despropósito grotesco denominado 4T. Desgraciadamente, ahora vendrá uno que sí. Nos jodimos.","","@hdemauleon","Tenía, Urzúa, Capaz, Economía, Desgraciadamente, Nos"
"1884",1884,"Mario López Ahumada  @Mr2D 52m 52 minutes ago More ¿Con quién fue la batalla que truncó la gestión de Urzúa?  ¿De quién el pie que finalmente lo tiró?  ¿Fue Pemex? ¿Fueron los intentos de reforma fiscal? ¿Fue la falta de realidad del presidente?   ¿Quién pudo más que el secretario de Hacienda y los empresarios que lo respaldan? Reply 1 Retweet 1 Like 8 Show this thread","Mario López Ahumada  ","@Mr2D ","2019-07-09",1,8,1,"¿Con quién fue la batalla que truncó la gestión de Urzúa?  ¿De quién el pie que finalmente lo tiró?  ¿Fue Pemex? ¿Fueron los intentos de reforma fiscal? ¿Fue la falta de realidad del presidente?   ¿Quién pudo más que el secretario de Hacienda y los empresarios que lo respaldan?    Show this thread","","","Con, Urzúa, De, Fue, Pemex, Fueron, Fue, Quién, Hacienda, Show"
